"id","department","title","url",
340,"College Council","Request for Public Records Form","/offices/president/VVCCD-REQUEST-FOR-PUBLIC-RECORDS.pdf",
341,"College Council","Educational Master Plan ","/offices/president/includes/EMP_Board%20Presentation_20201013.pdf",
342,"College Council","Economic Impact Study","/offices/president/economic-impact-and-return-on-investment-of-education.shtml",
343,"College Council","President’s Chat 2020","/offices/president/President_Chat_2020.shtml",
344,"College Council","Support Staff","/offices/president/Support_Staff.shtml",
345,"College Council","Trustees","/offices/president/trustees.shtml",
346,"College Council","Board Goals","/offices/president/board-goals.shtml",
347,"College Council","AGENDAS & MINUTES","/offices/president/agendas.shtml",
348,"College Council","Public Comment Form","/offices/Board_of_Trustees/agenda-n-minutes/Public_Comment_Form_fill_in_version.pdf",
349,"College Council","BOT Schedule of Meetings","/offices/president/schedule.shtml",
350,"College Council","Watch Live Meeting","/offices/president/live-stream.shtml",
351,"College Council","Watch On-Demand Meetings","/offices/president/on-demand-streams.shtml",
352,"College Council","Board Policies & Administrative Procedures","/offices/president/bpap.shtml",
353,"College Council","Redistricting","/offices/president/establishment-of-trustee-areas-for-elections-redistricting.shtml",
354,"Computer Info. Sys.","Computer Info. Sys.","/academic/computer_information_systems",
355,"Computer Info. Sys.","Faculty","/academic/computer_information_systems/faculty.shtml",
356,"Computer Info. Sys.","Course Descriptions","/academic/computer_information_systems/course_descriptions.shtml",
357,"Computer Info. Sys.","Career Outlook","/academic/computer_information_systems/career_outlook.shtml",
358,"Computer Info. Sys."," CIS Classes: Spring 2008","/schedule/spring2008/CIS.htm",
359,"Computer Info. Sys.","CIS: Coursework Road Map","/academic/computer_information_systems/flowmap.shtml",
360,"Computer Info. Sys.","CIS : Online Classes","http://boss.vvc.edu/moodle",
361,"Computer Info. Sys.","CIS : Portal","http://cis.vvc.edu",
362,"Communications Center","Communications Center","/academic/communication_studies",
363,"Communications Center","List of Communication Studies Classes","/schedule",
364,"Communications Center","COMMUNICATION CENTER","/academic/communication_studies/vvc-comm-center.shtml",
365,"Communications Center","Degrees & Certificates","/degrees-certificates#liberalarts_AA",
366,"Communications Center","Journalism (RamPage)","/offices/rampage",
367,"Communications Center","Faculty","/academic/communication_studies/faculty.shtml",
368,"Communication Studies","Communication Studies","/academic/communication_studies",
369,"Communication Studies","List of Communication Studies Classes","/schedule",
370,"Communication Studies","COMMUNICATION CENTER","/academic/communication_studies/vvc-comm-center.shtml",
371,"Communication Studies","Degrees & Certificates","/degrees-certificates#liberalarts_AA",
372,"Communication Studies","Journalism (RamPage)","/offices/rampage",
373,"Communication Studies","Faculty","/academic/communication_studies/faculty.shtml",
374,"Computer Graphics (CIDG)","Computer Graphics (CIDG)","/academic/cidg",
375,"Computer Graphics (CIDG)","List of CIDG Classes","/schedule",
376,"Computer Graphics (CIDG)","Degrees & Certificates","/academic/cidg/certificates.shtml",
377,"Computer Graphics (CIDG)","Course Descriptions","/academic/cidg/course_descriptions.shtml",
378,"Computer Graphics (CIDG)","Faculty","/academic/cidg/faculty.shtml",
379,"Construction Tech.","Construction Home","/academic/construction",
380,"Construction Tech.","Photovoltaic Technician Program (Solar)","/academic/construction/photovoltaic-technician-program.shtml",
381,"Construction Tech.","Faculty","/academic/construction/anthony-bonato.shtml",
382,"Construction Tech.","« Division Home","/academic_programs/hsps",
383,"Cooperative Education","Cooperative Education","/offices/coopedu",
384,"Cooperative Education","What is Cooperative Education?","/offices/coopedu/whatis.shtml",
385,"Cooperative Education","Requirements","/offices/coopedu/requirements.shtml",
386,"Cooperative Education","Enrollment Process","/offices/coopedu/enrollment-process.shtml",
387,"Cooperative Education","Courses & Majors","/offices/coopedu/majors.shtml",
388,"Cooperative Education","Internship Opportunities","/offices/coopedu/internship-opportunities.shtml",
389,"Cooperative Education","Cooperative Ed. Staff","/offices/coopedu/staff.shtml",
390,"Cooperative Education","Orientation Video","/offices/coopedu/video.shtml",
391,"Cooperative Education","Enrollment Forms","/offices/coopedu/forms.shtml",
392,"Cooperative Education","Course Materials","/offices/coopedu/homework-assignments.shtml",
393,"Cooperative Education","Employer Benefits","/offices/coopedu/emp-benefits.shtml",
394,"Cooperative Education","Employer Application","/offices/coopedu/employer-application.shtml",
395,"Counseling","Counseling Home","/offices/guidance_and_counseling",
396,"Counseling","Online Student Services","/offices/guidance_and_counseling/services.shtml",
397,"Counseling","Online Counseling Resources ","/offices/guidance_and_counseling/academic.shtml",
398,"Counseling","NAVIGATE","https://vvc.navigate.eab.com",
399,"Counseling","MyVVC ","https://launchpad.classlink.com/vvc",
400,"Counseling","List of Open Classes","/offices/admissions-records/list-of-open-classes.shtml",
401,"Counseling","College Catalog","https://catalog.vvc.edu",
402,"Counseling","Majors and Certificates","/offices/guidance_and_counseling/documents/VVC_Catalog_2018-2019_Instructional_Programs_and_Course_Descriptions.pdf",
403,"Counseling","Associates Degree Requirments & CSU/UC Information Sheets","/offices/guidance_and_counseling/associate-degree-requirements.shtml",
404,"Counseling","Associate Degrees for Transfer (ADT)","/offices/transfer-center/sb1440.shtml",
405,"Counseling","A.A. Graduation Application Deadlines","/offices/admissions-records/graduation.shtml",
406,"Counseling","Two-Year Program Course Cycles","/offices/guidance_and_counseling/two-year-program-course-cycles.shtml",
407,"Counseling","Apply to VVC","/offices/admissions-records/nstudents.shtml",
408,"Counseling","Math/English & ESL Assessment","https://appointments.vvc.edu/eSARS/Assessment/preparing-for-your-assessment-test.htm",
409,"Counseling","Online New Student Orientation","/offices/admissions-records/online-new-student-orientation.shtml",
410,"Counseling","Apply for Financial Aid (FAFSA)","https://studentaid.gov/h/apply-for-aid/fafsa",
411,"Counseling","VVC Financial Aid Info.","/offices/financial-aid",
412,"Counseling","VVC Financial Aid Disbursement Dates","/offices/financial-aid/chdisbursement.shtml",
413,"Counseling","Meet The VVC Counselors","/offices/guidance_and_counseling/counseling-staff.shtml",
414,"Counseling","Transfer Center","/offices/transfer-center",
415,"Counseling","EOPS","/offices/eops_and_care/how_to_apply_eops.shtml",
416,"Counseling","ACCESS","/offices/disabled_student_program_services",
417,"Counseling","CalWORKS","/calworks",
418,"Counseling","Puente ","/puente",
419,"Counseling","First Year Experience (FYE)","/first-year-experience",
420,"Counseling","English as a Second Language (ESL)","/academic/english_as_second_language",
421,"Counseling","AB540/Dreamers","/ab540",
422,"Counseling","Next-Up!","/offices/next-up",
423,"Counseling","Upward Bound","/offices/sss/upward_bound",
424,"Counseling","Veterans Resource Center (VRC)","/veterans/veterans-resource-center.shtml",
425,"Counseling","Athletics","/offices/guidance_and_counseling/athletics.shtml",
426,"Counseling","Concurrent/Dual Enrollment (CCAP & Non CCAP)","/offices/admissions-records/concurrent-enrollment.shtml",
427,"Counseling","WELLNESS CENTRAL","https://ccconlineed.instructure.com/courses/1895",
428,"Counseling","TEST (Mental Health Referral Program)","/offices/campus_police/TEST-Program.shtml",
429,"Counseling","High Desert Resource","/offices/guidance_and_counseling/hidesert_resources.shtml",
430,"Counseling","Campus Police ","/offices/campus_police",
431,"Counseling","EAB for Counselors","https://vvc.campus.eab.com",
432,"Counseling","MYDESKTOP for Counselors","https://mydesktop.vvc.edu/portal",
433,"Counseling","VVC Outlook Web App","https://outlook.office365.com/mail/inbox",
434,"Criminal Justice","Criminal Justice","/academic/administration_of_justice",
435,"Criminal Justice","Workbooks(Password-Protected)","/academic/administration_of_justice/workbooks",
436,"Criminal Justice","Degrees and Certificates","/degrees-certificates#adminjustice_AS",
437,"Criminal Justice","Faculty","/academic/administration_of_justice/rand-padgett.shtml",
438,"Criminal Justice","Related Links","/academic/administration_of_justice/links.shtml",
439,"Criminal Justice","Academic Programs and Certificate Programs","/academic/administration_of_justice/academic-cert-programs.shtml",
440,"Criminal Justice","Law Enforcement Academies (P.O.S.T.)","/academic/administration_of_justice/law-enforcement-academies.shtml",
441,"Criminal Justice","Corrections Academy ","/academic/administration_of_justice/corrections-academy.shtml",
442,"D.S.P.S (ACCESS Resource Center)","D.S.P.S (ACCESS Resource Center)","/offices/disabled_student_program_services",
443,"D.S.P.S (ACCESS Resource Center)","Staff","/offices/disabled_student_program_services/DSPS_staff.shtml",
444,"D.S.P.S (ACCESS Resource Center)","Questions","/offices/disabled_student_program_services/DSPS_faq.shtml",
445,"D.S.P.S (ACCESS Resource Center)","High School Entry Handbook","/offices/disabled_student_program_services/high-school-entry-handbook.shtml",
446,"D.S.P.S (ACCESS Resource Center)","Faculty/Staff Resources","/offices/disabled_student_program_services/faculty-staff-resources.shtml",
447,"D.S.P.S (ACCESS Resource Center)","Student Resources","/offices/disabled_student_program_services/student-resources.shtml",
448,"D.S.P.S (ACCESS Resource Center)","Faculty Handbook","/offices/disabled_student_program_services/Faculty_Handbook.doc",
449,"D.S.P.S (ACCESS Resource Center)","Faculty FAQs","/offices/disabled_student_program_services/Faculty-FAQ.doc",
450,"D.S.P.S (ACCESS Resource Center)","ACCESS Student Handbook","/offices/disabled_student_program_services/ACCESS-Student-Handbook.docx",
451,"D.S.P.S (ACCESS Resource Center)","ADA Complaint and Hearing Procedures","/offices/human_resources/forms/Allegation_of_Discrimination_or_Sexual_Harassment.pdf",
452,"D.S.P.S (ACCESS Resource Center)","Legal Resources","/offices/disabled_student_program_services/dsps-online-resources.shtml",
453,"D.S.P.S (ACCESS Resource Center)","ACT","/offices/disabled_student_program_services/Disabled%20Students%20Programs%20and%20ServicesACTpage.doc",
454,"D.S.P.S (ACCESS Resource Center)","Español","/offices/disabled_student_program_services/dsps-en-espanol.shtml",
455,"Dual Enrollment","Dual Enrollment | Home","/offices/instruction/dual-enrollment",
456,"Dual Enrollment","Instruction | Home","/offices/instruction",
457,"Dual Enrollment","Class Schedule","/schedule",
458,"Dual Enrollment","College Catalogs","/schedule/catalogs.shtml",
459,"Dual Enrollment","Off-Site Locations","/offices/instruction/off-site-locations.shtml",
460,"Dual Enrollment","Center for Institutional Excellence","/offices/cfie",
461,"Electronics & Computers","Electronics & Computers","/academic/electronics",
462,"Electronics & Computers","List of Electronics Classes","/schedule",
463,"Electronics & Computers","Course Descriptions","/academic/electronics/course_descriptions.shtml",
464,"Electronics & Computers","Degrees & Certificates","/degrees-certificates#elect_AS",
465,"Electronics & Computers","Faculty/Staff","/academic/electronics/faculty.shtml",
466,"Electronics & Computers","Lab Hours","/academic/electronics/labinfo.shtml",
467,"Electronics & Computers","Lab Philosophy","/academic/electronics/labphil.shtml",
468,"Electronics & Computers","Lab Equipment","/academic/electronics/labequip.shtml",
469,"Electronics & Computers","Contact Lab Personnel","/academic/electronics/labcontact.shtml",
470,"Electronics & Computers","CISCO Academy","/academic/electronics/cisco_academy.shtml",
471,"Emergency Med. Svcs.","EMR Home","/academic/emr",
472,"Emergency Med. Svcs.","Faculty","/academic/emt/faculty.shtml",
473,"Emergency Med. Svcs.","EMS Home","/academic/ems",
474,"Emergency Med. Svcs.","Emergency Medical Technician","/academic/emt",
475,"Emergency Med. Svcs.","Paramedic","/academic/paramedic",
476,"Emergency Med. Svcs.","Admin. of Justice","/academic/administration_of_justice",
477,"Emergency Med. Svcs.","Fire Technology","/academic/fire_technology",
478,"Emergency Med. Tech.","EMT Home","/academic/emt",
479,"Emergency Med. Tech.","EMT Orientation InformationDownload & Print","/academic/emt/Victor-Valley-College-EMT-Orientation-fa2019.pdf",
480,"Emergency Med. Tech.","Program & Accreditation Information","/academic/emt/program-and-accreditation-information.shtml",
481,"Emergency Med. Tech.","EMT Refresher Course","/academic/emt/emt-refresher-course.shtml",
482,"Emergency Med. Tech.","Faculty","/academic/emt/faculty.shtml",
483,"Emergency Med. Tech.","Allied Health","/academic/allied_health",
484,"Emergency Med. Tech.","Fire Technology","/academic/fire_technology",
485,"Emergency Med. Tech.","Apply for Admission to VVC","/offices/admissions-records/apply-for-admission-online.shtml",
486,"Employee Professional Dev.","Employee Professional Development Committee Home","/offices/staffdev",
487,"Employee Professional Dev.","Committee Charge","/offices/staffdev/committee-charge.shtml",
488,"Employee Professional Dev.","Committee Members","/offices/staffdev/committee-members.shtml",
489,"Employee Professional Dev.","Committee Meetings","/offices/staffdev/committee_documents.shtml",
490,"Employee Professional Dev.","Events & Workshops","/offices/staffdev/events-workshops.shtml",
491,"Employee Professional Dev.","FORMS","/offices/staffdev/available-documents.shtml",
492,"Employee Professional Dev.","Internet Resources","/offices/staffdev/internet-resources.shtml",
493,"English","English","/academic/english",
494,"English","Class Schedule","/schedule",
495,"English","Course Descriptions","/academic/english/course-descriptions.shtml",
496,"English","English Degree","/academic/english/english-degree.shtml",
497,"English","Degrees & Certificates","/degrees-certificates#liberalarts_AA",
498,"English","Full-Time Faculty","/academic/english/faculty.shtml",
499,"English","Part-Time Faculty","/academic/english/part-time-faculty.shtml",
500,"English","One Book One College (OBOC)","/academic/english/onebookonecollege.shtml",
501,"English","Faculty Resources","/academic/english/faculty-resources.shtml",
502,"English","Writing Center","/offices/writing_center",
503,"English","English-Related Websites","/academic/english/english-related-websites.shtml",
504,"English","SharePoint Site","https://portal.vvc.edu/departments/academic/hass/english",
505,"E.O.P.S","EOPS & CARE : HOME","/offices/eops_and_care",
506,"E.O.P.S","Message from the Director","/offices/eops_and_care/eops_director.shtml",
507,"E.O.P.S","Message from the Counselors","/offices/eops_and_care/eops_counselors.shtml",
508,"E.O.P.S","What is the Purpose of EOPS?","/offices/eops_and_care/what_is_eops.shtml",
509,"E.O.P.S","Who is Eligible?","/offices/eops_and_care/who_is_eligible.shtml",
510,"E.O.P.S","How to Apply for EOPS","/offices/eops_and_care/how_to_apply_eops.shtml",
511,"E.O.P.S","Downloadable 2020 Application Forms","/offices/eops_and_care/2020_application.pdf",
512,"E.O.P.S","Downloadable EOPS Forms","/offices/eops_and_care/eops_forms.shtml",
513,"E.O.P.S","Downloadable E.O.P.S. Mutual Responsibility Contract","/offices/eops_and_care/2020_fall_EOPS_mrc.pdf",
514,"E.O.P.S","Supportive Services","/offices/eops_and_care/services.shtml",
515,"E.O.P.S","Contact Information","/offices/eops_and_care/eops_contact.shtml",
516,"E.O.P.S","What is C.A.R.E.?","/offices/eops_and_care/what_is_care.shtml",
517,"E.O.P.S","How can CARE help me?","/offices/eops_and_care/how_can_care_help.shtml",
518,"E.O.P.S","Am I Eligible for CARE?","/offices/eops_and_care/am_i_eligible_for_care.shtml",
519,"E.O.P.S","How to Apply for CARE","/offices/eops_and_care/how_to_apply_care.shtml",
520,"E.O.P.S","2020.fall.care UNTAXED INCOME FORM","/offices/eops_and_care/2020.fall.care_UNTAXED_INCOME_FORM.pdf",
521,"E.O.P.S","2020 Fall Care Purgery","/offices/eops_and_care/2020.fall.care_purgery.docx",
522,"E.O.P.S","Downloadable C.A.R.E. Forms","/offices/eops_and_care/20.21.CARE_MRC.pdf",
523,"Facilities Construction","Facilities Construction HOME","/offices/facilities",
524,"Facilities Construction","PUBLIC NOTICES","/offices/facilities/notices.shtml",
525,"Facilities Construction","PROJECT: Music Building : Code Compliance & Renovation","/offices/facilities/music-building-code-compliance-and-renovation-project.shtml",
526,"Facilities Construction","PROJECT: Dr. Prem Reddy Health Sciences Building","/offices/facilities/project-dr-prem-reddy-health-sciences-building.shtml",
527,"Facilities Construction","Completed Construction Projects","/offices/facilities/completed-construction-projects.shtml",
528,"Facilities Construction","Energy Efficiency at VVC","/offices/facilities/energy.shtml",
529,"Facilities Construction","New Construction Projects","/offices/facilities/updates.shtml",
530,"Facilities Construction","FACILITIES COMMITTEE","/committees/facilities",
531,"Field Trip Forms","Administrative Services","/offices/admin-services",
532,"Field Trip Forms","Auxiliary Services","/offices/admin-services/auxiliary-services.shtml",
533,"Field Trip Forms","Budget Office","/offices/admin-services/budget-offices.shtml",
534,"Field Trip Forms","Facilities/Const./Contracts","/offices/facilities",
535,"Field Trip Forms","Fiscal Services","/offices/fiscal_services",
536,"Field Trip Forms","Maintenance & Ops.","/offices/maintenance-operations",
537,"Field Trip Forms","Payroll & Benefits","/offices/human_resources/payroll-benefits",
538,"Field Trip Forms","Risk Management","/offices/admin-services/risk-management.shtml",
539,"Fire Technology","« Fire Technology Home","/academic/fire_technology",
540,"Fire Technology","Class Schedule","/academic/fire_technology/schedule.shtml",
541,"Fire Technology","Fire Fighter I Academy","/academic/fire_technology/ffi.shtml",
542,"Fire Technology","Physical Agility Test (Biddle)","/academic/fire_technology/physical-agility-test-biddle.shtml",
543,"Fire Technology","Wildland Academy & CalFire Basic Firefighter Certification","/academic/fire_technology/Wildland-Academy.shtml",
544,"Fire Technology","Instructor Area","/academic/fire_technology/instructor-area-documents.shtml",
545,"Fire Technology","Lodging/Accommodations","/academic/fire_technology/lodging-accommodations.shtml",
546,"Fire Technology","Course Descriptions","/academic/fire_technology/course-descriptions.shtml",
547,"Fire Technology","Media Gallery","/academic/fire_technology/media-gallery.shtml",
548,"Fire Technology","Emergency Medical Tech.","/academic/emt",
549,"Fire Technology","Staff","/academic/fire_technology/staff.shtml",
550,"Fire Technology","Fire Service Links","/academic/fire_technology/links.shtml",
551,"Fire Technology","Regional Public Safety Training Center","/rpstc",
552,"First Year Experience","First Year Experience Home","/first-year-experience",
553,"First Year Experience","First Year Experience Application","/first-year-experience/fye-program-application.shtml",
554,"First Year Experience","High Desert Commitment","/first-year-experience/high-desert-commitment-first-year-experience.shtml",
555,"First Year Experience","UMOJA Community","/first-year-experience/umoja-first-year-experience.shtml",
556,"First Year Experience","FYE for Parents & Families","/first-year-experience/parents-and-families.shtml",
557,"First Year Experience","Service Area Outcomes","/first-year-experience/service-area-outcomes.shtml",
558,"First Year Experience","Meet the FYE Team","/first-year-experience/Meet-the-FYE-Team.shtml",
559,"First Year Experience","Contact Us","/first-year-experience/contact-us.shtml",
560,"Fiscal Services","Fiscal Services","/offices/fiscal_services",
561,"Fiscal Services","Bursar's Office","/offices/fiscal_services/bursars-office.shtml",
562,"Foreign Languages","Mission","/academic/foreign-languages/mission.shtml",
563,"Foreign Languages","Location","/maps",
564,"Foreign Languages","Contact Us","/academic/foreign-languages/faculty.shtml",
565,"Foreign Languages","Foreign Languages","/academic/foreign-languages",
566,"Foreign Languages","French","/academic/foreign-languages/french",
567,"Foreign Languages","Spanish","/academic/foreign-languages/spanish",
568,"Foreign Languages","American Sign Language","/academic/foreign-languages/adjunctfaculty.shtml",
569,"Foreign Languages","SharePoint Site (login required)","https://portal.vvc.edu/departments/academic/hass/foreign-languages/SitePages/Home.aspx",
570,"Foreign Languages","Full Time & Adjunct Faculty","/academic/foreign-languages/faculty.shtml",
571,"Foreign Languages","Study Abroad Program","/academic/studyabroad",
572,"Foreign Languages","Credit by Exam","/academic/foreign-languages/creditbyexam.shtml",
573,"Foreign Languages","Language Tutoring","/academic/foreign-languages/spanish%20tutoring.shtml",
574,"Foreign Languages","Spanish Club","/academic/foreign-languages/spanishclub.shtml",
575,"Foreign Languages","Order Textbooks","http://www.vvcrams.com",
576,"Foreign Languages","Frequently Asked Questions","/academic/foreign-languages/frequently%20asked%20questions.shtml",
577,"Foreign Languages","Useful Websites","/academic/foreign-languages/spanish/resources.shtml",
578,"French","« French Home","/academic/foreign-languages/french",
579,"French","Faculty","/academic/foreign-languages/french/faculty.shtml",
580,"French","« Foreign Languages Home","/academic/foreign-languages",
581,"Geography","« Geography Home","/academic/geography",
582,"Geography","Class Schedule","https://webadvisor.vvc.edu",
583,"Geography","Course Descriptions","https://catalog.vvc.edu/course-descriptions/geog",
584,"Geography","Degrees & Certificates","https://catalog.vvc.edu/degrees-certificates/geography",
585,"Geography","Full Time Faculty","/academic/geography/DiBartolo.shtml.12-10-20%2009-57-14",
586,"Geography","Part Time Faculty","/academic/geography/PartTimeFacultyMain.shtml",
587,"Geography","Faculty Resources","/academic/geography/geogfaculty.Shtml",
588,"Geography","Student Resources","/academic/geography/geogstudents.Shtml",
589,"Geology","« Geology Home","/academic/geology",
590,"Geology","Faculty","/academic/geology/grossman.shtml",
591,"Geology","List of Geology Classes","/schedule",
592,"Geology","Physical Sciences HOME","/academic/physical_science",
593,"German","« German Home","/academic/foreign-languages/german",
594,"German","Faculty","/academic/foreign-languages/german/faculty.shtml",
595,"German","List of German Classes","/schedule",
596,"German","Related Links","/academic/foreign-languages/german/links.shtml",
597,"German","« Foreign Languages Home","/academic/foreign-languages",
598,"History ","History ","/academic/history",
599,"History ","List of History Classes","/schedule",
600,"History ","News & Photo Galleries","/academic/history/news_photos.shtml",
601,"History ","Full-Time Faculty","/academic/history/faculty.shtml",
602,"History ","Part-Time Faculty","/academic/history/adjunct.shtml",
603,"Honors Program","« Honors Home / FAQ","/offices/honors-program",
604,"Honors Program","Student Testimonials","/offices/honors-program/students.shtml",
605,"Honors Program","Benefits of Membership ","/offices/honors-program/benefits.shtml",
606,"Honors Program","Application","/offices/honors-program/App.doc",
607,"Honors Program","Honors Transfer Agreements","/offices/honors-program/Honors%20Transfer%20Agreements%20grid_1.doc",
608,"Honors Program","Honors Transfer Council of CA (HTCC)","http://www.htcca.org",
609,"Honors Program","Contact Us","/offices/honors-program/#contact",
610,"Human Resources","Human Resources","/offices/human_resources",
611,"Human Resources","COVID-19","/offices/human_resources/COVID.shtml",
612,"Human Resources","Payroll Services","/offices/human_resources/payroll-benefits",
613,"Human Resources","Employee Benefits","/offices/human_resources/payroll-benefits/benefits_info.shtml",
614,"Human Resources","Public Service Loan Forgiveness (PSLF)","/offices/human_resources/PSLF.shtml",
615,"Human Resources","Occupational Injury/Illness Reporting","/offices/human_resources/payroll-benefits/injury_reporting.shtml",
616,"Human Resources","Discrimination/Equal Employment Opportunity","/offices/human_resources/procedures.shtml",
617,"Human Resources","Forms","/offices/human_resources/forms.shtml",
618,"Human Resources","Associate Faculty Peer Observation(Pilot Program)","/offices/human_resources/assoc-faculty_peer_observation.shtml",
619,"Human Resources","VVC JOB OPENINGS","http://agency.governmentjobs.com/vvc",
620,"Human Resources","Student Employment","/offices/student-emp",
621,"Human Resources","CCC Registry Job Seeker","http://www.cccregistry.org/jobs/index.aspx",
622,"Human Resources","Other Employment Resources","/offices/human_resources/other-employment-resources.shtml",
623,"Human Resources","CLASSIFIED - including Job Descriptions","/offices/human_resources/payroll-benefits/salary-schedule-classified.shtml",
624,"Human Resources","ACADEMIC - Full-Time","/offices/human_resources/payroll-benefits/salary-schedule-full-time-faculty.shtml",
625,"Human Resources","ACADEMIC - Part-Time","/offices/human_resources/payroll-benefits/salary-schedule-adjunct-faculty.shtml",
626,"Human Resources","MANAGEMENT - including Job Descriptions","/offices/human_resources/payroll-benefits/salary-schedule-management.shtml",
627,"Human Resources","SHORT-TERM / STUDENT","/offices/human_resources/Nonclassified%20hourly%20and%20student%20worker%20Salary%20schedule%201.2020.pdf",
628,"Human Resources","Full-Time Faculty (CTA)","/offices/human_resources/CTA.shtml",
629,"Human Resources","Part-Time Faculty (AFT)","/offices/human_resources/AFT.shtml",
630,"Human Resources","Classified Employees (CSEA)","/offices/human_resources/CSEA.shtml",
631,"Human Resources","Management Handbook","/offices/human_resources/Management-Handbook.pdf",
632,"Institutional Research","IER Home","/offices/oie",
633,"Institutional Research","Institutional Effectiveness Dashboard","/offices/oie/scorecard/dashboard-2020.shtml",
634,"Institutional Research","Statement of Accredited Status","/offices/oie/accreditation/02_09_2017_Victor_Valley_College_SAS.pdf",
635,"Institutional Research","ACCJC Current Reports & Letters","/offices/oie/accreditation/accreditation-2017-Present.shtml",
636,"Institutional Research","ACCJC Accredtation Complaint Process","https://accjc.org/complaint-process",
637,"Institutional Research","ACCJC Annual Reports ","/offices/oie/research_home.shtml",
638,"Institutional Research","Program Review Home","/offices/oie/program-review_home.shtml",
639,"Institutional Research","Educational Master Planning","/offices/oie/edmasterplan/emp.shtml",
640,"Institutional Research","Program Review Archive","/offices/oie/program-review_home-old.shtml",
641,"Institutional Research","Research Request ","https://servicedesk.vvc.edu/HEAT",
642,"Institutional Research","Quick Facts < 2020","/offices/oie/quickfacts-archive.shtml",
643,"Institutional Research","Environmental (External) Scan","/offices/oie/edmasterplan/VVC_PDGA_Mainreport_Final.pdf",
644,"Institutional Research","Economic Impact Study","/offices/president/economic-impact-and-return-on-investment-of-education.shtml",
645,"Institutional Research","Gainful Employment Disclosures","/offices/oie/gainful-employment.shtml",
646,"Institutional Research","Institutional Review Board","/offices/oie/irb.shtml",
647,"Institutional Research","Research Links","/offices/oie/links.shtml",
648,"Institutional Research","Campus Maps & Directions","/maps",
649,"Institutional Research","Contact Research","/offices/oie/contact.shtml",
650,"Information Technology","HOME","/offices/technical_services",
651,"Information Technology","Student Technology Support","/offices/technical_services/technical-help-for-students.shtml",
652,"Information Technology","Faculty & Staff Support","/offices/technical_services/technical-help-for-faculty-staff.shtml",
653,"Information Technology","Meet the Team","/offices/technical_services/the_team.shtml",
654,"Information Technology","Project Request","/proposal.html",
655,"Journalism (RamPage)","Journalism (RamPage)","/offices/rampage",
656,"Journalism (RamPage)","Journalism Department","/offices/rampage/journalism.shtml",
657,"Journalism (RamPage)","Journalism Links & Resources","/offices/rampage/links.shtml",
658,"Journalism (RamPage)","Communication Studies","/academic/communication_studies",
659,"Journalism (RamPage)","Advertising in RamPage","/offices/rampage/ads.shtml",
660,"Journalism (RamPage)","RamPage : Staff","/offices/rampage/staff.shtml",
661,"Journalism (RamPage)","RamPage : CURRENT ISSUES","/offices/rampage/current.shtml",
662,"Journalism (RamPage)","RamPage : ARCHIVED ISSUES","/offices/rampage/archives.shtml",
663,"Journalism (RamPage)","Get the RamPage in your email","/offices/rampage/get-the-rampage.shtml",
664,"Journalism (RamPage)","Information about RamPage","/offices/rampage/info.shtml",
665,"Journalism (RamPage)","Contacts & Credits","/offices/rampage/contacts.shtml",
666,"Journalism (RamPage)","List of Journalism Classes","/schedule",
667,"Journalism (RamPage)","Degrees & Certificates","/degrees-certificates#journ",
668,"Maintenance & Ops","Maintenance & Ops","/offices/maintenance-operations",
669,"Maintenance & Ops","Forms & Documents","/offices/maintenance-operations/forms.shtml",
670,"Mathematics","« Math Home","/academic/mathematics",
671,"Mathematics","Course Descriptions","/academic/mathematics/description.shtml",
672,"Mathematics","Textbooks","/academic/mathematics/textbooks.shtml",
673,"Mathematics","Math Degree","/academic/mathematics/math_AS-T.shtml",
674,"Mathematics","Math Success Center","/academic/mathematics/MSC.shtml",
675,"Mathematics","Math Workshops","/academic/mathematics/math_workshops.shtml",
676,"Mathematics","Math Study Skills","/academic/mathematics/MathStudySkills.shtml",
677,"Mathematics","Full-Time Faculty","/academic/mathematics/faculty.shtml",
678,"Mathematics","Part-Time Faculty","/academic/mathematics/adjunct.shtml",
679,"Mathematics","Math Assessment","/academic/mathematics/math-assess.shtml",
680,"Mathematics","Math Related Websites","/academic/mathematics/links.shtml",
681,"Mathematics","« S.T.E.M.Home","/academic_programs/stem",
682,"Media Arts (MERT)","Media Arts (MERT)","/academic/mert",
683,"Media Arts (MERT)","Degrees & Certificates","/degrees-certificates#mediaarts",
684,"Media Arts (MERT)","Spring 2020 Classes","/academic/mert/fall-2017-learn-3d-computer-animation-no-experience-necessary.shtml",
685,"Media Arts (MERT)","Courses","/academic/mert/courses.shtml",
686,"Media Arts (MERT)","Gallery","/academic/mert/gallery.shtml",
687,"Media Arts (MERT)","Careers","/academic/mert/careers.shtml",
688,"Media Arts (MERT)","Contact & Directions","/academic/mert/contact.shtml",
689,"Model United Nations","« MUN Home","/academic/NMUN",
690,"Model United Nations","About Us","/academic/NMUN/About%20Us.shtml",
691,"Model United Nations","CALENDAR OF EVENTS","/academic/NMUN/calendar-of-events.shtml",
692,"Model United Nations","Announcements","/academic/NMUN/Announcements.shtml",
693,"Model United Nations","Meetings & Minutes","/academic/NMUN/meetings-and-minutes.shtml",
694,"Model United Nations","Online Application","/academic/NMUN/application-process.shtml",
695,"Model United Nations","Student Resources","/academic/NMUN/student-resources.shtml",
